Company,Year,Ebitda
"Konka Group Co., Ltd. (SZSE:000016)",2016,-37.9
"Konka Group Co., Ltd. (SZSE:000016)",2017,67.3
"Konka Group Co., Ltd. (SZSE:000016)",2018,-64.2
"Konka Group Co., Ltd. (SZSE:000016)",2019,-132.8
"Konka Group Co., Ltd. (SZSE:000016)",2020,-165.7
"Konka Group Co., Ltd. (SZSE:000016)",2021,-205.4
"Konka Group Co., Ltd. (SZSE:000016)",2022,-298.7
"Konka Group Co., Ltd. (SZSE:000016)",2023,-323.81428571427745
"Konka Group Co., Ltd. (SZSE:000016)",2024,-374.86071428570136
"Konka Group Co., Ltd. (SZSE:000016)",2025,-425.9071428571253
"Konka Group Co., Ltd. (SZSE:000016)",2026,-476.95357142854914
"Konka Group Co., Ltd. (SZSE:000016)",2027,-527.999999999973
GN Store Nord A/S (CPSE:GN),2016,292.6
GN Store Nord A/S (CPSE:GN),2017,265.4
GN Store Nord A/S (CPSE:GN),2018,297.8
GN Store Nord A/S (CPSE:GN),2019,352.1
GN Store Nord A/S (CPSE:GN),2020,292.4
GN Store Nord A/S (CPSE:GN),2021,407.2
GN Store Nord A/S (CPSE:GN),2022,328.9
GN Store Nord A/S (CPSE:GN),2023,356.19
GN Store Nord A/S (CPSE:GN),2024,462.51
GN Store Nord A/S (CPSE:GN),2025,540.19
GN Store Nord A/S (CPSE:GN),2026,416.26071428572465
GN Store Nord A/S (CPSE:GN),2027,721.54
Honeywell International Inc. (NasdaqGS:HON),2016,7718
Honeywell International Inc. (NasdaqGS:HON),2017,8314
Honeywell International Inc. (NasdaqGS:HON),2018,9018
Honeywell International Inc. (NasdaqGS:HON),2019,8592
Honeywell International Inc. (NasdaqGS:HON),2020,7656
Honeywell International Inc. (NasdaqGS:HON),2021,8696
Honeywell International Inc. (NasdaqGS:HON),2022,8274
Honeywell International Inc. (NasdaqGS:HON),2023,9516.19
Honeywell International Inc. (NasdaqGS:HON),2024,10200.23
Honeywell International Inc. (NasdaqGS:HON),2025,10846.12
Honeywell International Inc. (NasdaqGS:HON),2026,11853
Honeywell International Inc. (NasdaqGS:HON),2027,8629.714285714586
HannStar Display Corporation (TWSE:6116),2016,244.5
HannStar Display Corporation (TWSE:6116),2017,268.8
HannStar Display Corporation (TWSE:6116),2018,104.6
HannStar Display Corporation (TWSE:6116),2019,67.4
HannStar Display Corporation (TWSE:6116),2020,129.9
HannStar Display Corporation (TWSE:6116),2021,284.2
HannStar Display Corporation (TWSE:6116),2022,26.4
HannStar Display Corporation (TWSE:6116),2023,75.37142857143428
HannStar Display Corporation (TWSE:6116),2024,54.00714285714949
HannStar Display Corporation (TWSE:6116),2025,32.6428571428647
HannStar Display Corporation (TWSE:6116),2026,11.278571428579916
HannStar Display Corporation (TWSE:6116),2027,-10.08571428570487
Knorr-Bremse AG (XTRA:KBX),2016,1071.7
Knorr-Bremse AG (XTRA:KBX),2017,1150.2
Knorr-Bremse AG (XTRA:KBX),2018,1246.9
Knorr-Bremse AG (XTRA:KBX),2019,1288.6
Knorr-Bremse AG (XTRA:KBX),2020,1077.4
Knorr-Bremse AG (XTRA:KBX),2021,1142
Knorr-Bremse AG (XTRA:KBX),2022,975.1
Knorr-Bremse AG (XTRA:KBX),2023,1272.15
Knorr-Bremse AG (XTRA:KBX),2024,1373.34
Knorr-Bremse AG (XTRA:KBX),2025,1502.83
Knorr-Bremse AG (XTRA:KBX),2026,1656.23
Knorr-Bremse AG (XTRA:KBX),2027,1689.12
AUO Corporation (TWSE:2409),2016,1607.1
AUO Corporation (TWSE:2409),2017,2334.1
AUO Corporation (TWSE:2409),2018,1263.5
AUO Corporation (TWSE:2409),2019,460.7
AUO Corporation (TWSE:2409),2020,1133.8
AUO Corporation (TWSE:2409),2021,2966.6
AUO Corporation (TWSE:2409),2022,210.2
AUO Corporation (TWSE:2409),2023,506.31
AUO Corporation (TWSE:2409),2024,1216.14
AUO Corporation (TWSE:2409),2025,1412.02
AUO Corporation (TWSE:2409),2026,661.2928571429396
AUO Corporation (TWSE:2409),2027,552.1714285715209
Skyworth Group Limited (SEHK:751),2016,200
Skyworth Group Limited (SEHK:751),2017,40.6
Skyworth Group Limited (SEHK:751),2018,145.5
Skyworth Group Limited (SEHK:751),2019,182.3
Skyworth Group Limited (SEHK:751),2020,126.6
Skyworth Group Limited (SEHK:751),2021,204.7
Skyworth Group Limited (SEHK:751),2022,224.7
Skyworth Group Limited (SEHK:751),2023,479.48
Skyworth Group Limited (SEHK:751),2024,535.28
Skyworth Group Limited (SEHK:751),2025,242.78571428569643
Skyworth Group Limited (SEHK:751),2026,256.47857142855105
Skyworth Group Limited (SEHK:751),2027,270.17142857140567
Hanwha Corporation (KOSE:A000880),2016,1950.8
Hanwha Corporation (KOSE:A000880),2017,2283.6
Hanwha Corporation (KOSE:A000880),2018,2052.4
Hanwha Corporation (KOSE:A000880),2019,1704.7
Hanwha Corporation (KOSE:A000880),2020,2087.6
Hanwha Corporation (KOSE:A000880),2021,3093.9
Hanwha Corporation (KOSE:A000880),2022,2872.2
Hanwha Corporation (KOSE:A000880),2023,3348.45
Hanwha Corporation (KOSE:A000880),2024,3549.8
Hanwha Corporation (KOSE:A000880),2025,3568.61
Hanwha Corporation (KOSE:A000880),2026,3397.1714285713983
Hanwha Corporation (KOSE:A000880),2027,3555.0285714285287
Arçelik Anonim Sirketi (IBSE:ARCLK),2016,57.8
Arçelik Anonim Sirketi (IBSE:ARCLK),2017,64.6
Arçelik Anonim Sirketi (IBSE:ARCLK),2018,90.6
Arçelik Anonim Sirketi (IBSE:ARCLK),2019,98.4
Arçelik Anonim Sirketi (IBSE:ARCLK),2020,159
Arçelik Anonim Sirketi (IBSE:ARCLK),2021,220.9
Arçelik Anonim Sirketi (IBSE:ARCLK),2022,384.2
Arçelik Anonim Sirketi (IBSE:ARCLK),2023,771.08
Arçelik Anonim Sirketi (IBSE:ARCLK),2024,1150.07
Arçelik Anonim Sirketi (IBSE:ARCLK),2025,1582.91
Arçelik Anonim Sirketi (IBSE:ARCLK),2026,2065.33
Arçelik Anonim Sirketi (IBSE:ARCLK),2027,2640.85
"Hyundai Mobis Co.,Ltd (KOSE:A012330)",2016,2632.6
"Hyundai Mobis Co.,Ltd (KOSE:A012330)",2017,2027.8
"Hyundai Mobis Co.,Ltd (KOSE:A012330)",2018,2031.4
"Hyundai Mobis Co.,Ltd (KOSE:A012330)",2019,2358.5
"Hyundai Mobis Co.,Ltd (KOSE:A012330)",2020,1991.8
"Hyundai Mobis Co.,Ltd (KOSE:A012330)",2021,2134
"Hyundai Mobis Co.,Ltd (KOSE:A012330)",2022,2169.7
"Hyundai Mobis Co.,Ltd (KOSE:A012330)",2023,2566.74
"Hyundai Mobis Co.,Ltd (KOSE:A012330)",2024,3064.34
"Hyundai Mobis Co.,Ltd (KOSE:A012330)",2025,3410.85
"Hyundai Mobis Co.,Ltd (KOSE:A012330)",2026,1888.282142857294
"Hyundai Mobis Co.,Ltd (KOSE:A012330)",2027,1844.8571428572905
International Game Technology PLC (NYSE:IGT),2016,1572.8
International Game Technology PLC (NYSE:IGT),2017,1406.7
International Game Technology PLC (NYSE:IGT),2018,1176.8
International Game Technology PLC (NYSE:IGT),2019,1159
International Game Technology PLC (NYSE:IGT),2020,773
International Game Technology PLC (NYSE:IGT),2021,1412
International Game Technology PLC (NYSE:IGT),2022,1397
International Game Technology PLC (NYSE:IGT),2023,1739.43
International Game Technology PLC (NYSE:IGT),2024,1839.37
International Game Technology PLC (NYSE:IGT),2025,1926.59
International Game Technology PLC (NYSE:IGT),2026,1882
International Game Technology PLC (NYSE:IGT),2027,1008.014285714253
Vestel Elektronik Sanayi ve Ticaret Anonim Sirketi (IBSE:VESTL),2016,29.6
Vestel Elektronik Sanayi ve Ticaret Anonim Sirketi (IBSE:VESTL),2017,26.6
Vestel Elektronik Sanayi ve Ticaret Anonim Sirketi (IBSE:VESTL),2018,70.8
Vestel Elektronik Sanayi ve Ticaret Anonim Sirketi (IBSE:VESTL),2019,71.4
Vestel Elektronik Sanayi ve Ticaret Anonim Sirketi (IBSE:VESTL),2020,118.5
Vestel Elektronik Sanayi ve Ticaret Anonim Sirketi (IBSE:VESTL),2021,177.8
Vestel Elektronik Sanayi ve Ticaret Anonim Sirketi (IBSE:VESTL),2022,186.6
Vestel Elektronik Sanayi ve Ticaret Anonim Sirketi (IBSE:VESTL),2023,430.62
Vestel Elektronik Sanayi ve Ticaret Anonim Sirketi (IBSE:VESTL),2024,583.5
Vestel Elektronik Sanayi ve Ticaret Anonim Sirketi (IBSE:VESTL),2025,7582.54
Vestel Elektronik Sanayi ve Ticaret Anonim Sirketi (IBSE:VESTL),2026,751.23
Vestel Elektronik Sanayi ve Ticaret Anonim Sirketi (IBSE:VESTL),2027,913.82
ZTE Corporation (SZSE:000063),2016,149.4
ZTE Corporation (SZSE:000063),2017,922.1
ZTE Corporation (SZSE:000063),2018,264.2
ZTE Corporation (SZSE:000063),2019,794.3
ZTE Corporation (SZSE:000063),2020,864.5
ZTE Corporation (SZSE:000063),2021,1585.1
ZTE Corporation (SZSE:000063),2022,1393.7
ZTE Corporation (SZSE:000063),2023,2090
ZTE Corporation (SZSE:000063),2024,2300.44
ZTE Corporation (SZSE:000063),2025,2451.44
ZTE Corporation (SZSE:000063),2026,3228.36
ZTE Corporation (SZSE:000063),2027,3423.22
Seagate Technology Holdings plc (NasdaqGS:STX),2016,1778
Seagate Technology Holdings plc (NasdaqGS:STX),2017,2045
Seagate Technology Holdings plc (NasdaqGS:STX),2018,2459
Seagate Technology Holdings plc (NasdaqGS:STX),2019,1644
Seagate Technology Holdings plc (NasdaqGS:STX),2020,1699
Seagate Technology Holdings plc (NasdaqGS:STX),2021,2480
Seagate Technology Holdings plc (NasdaqGS:STX),2022,1349
Seagate Technology Holdings plc (NasdaqGS:STX),2023,906.7
Seagate Technology Holdings plc (NasdaqGS:STX),2024,736.21
Seagate Technology Holdings plc (NasdaqGS:STX),2025,1676.26
Seagate Technology Holdings plc (NasdaqGS:STX),2026,1960.9
Seagate Technology Holdings plc (NasdaqGS:STX),2027,1585.7142857141887
Seiko Epson Corporation (TSE:6724),2016,689
Seiko Epson Corporation (TSE:6724),2017,739.9
Seiko Epson Corporation (TSE:6724),2018,898
Seiko Epson Corporation (TSE:6724),2019,728.4
Seiko Epson Corporation (TSE:6724),2020,629.2
Seiko Epson Corporation (TSE:6724),2021,1043
Seiko Epson Corporation (TSE:6724),2022,992.1
Seiko Epson Corporation (TSE:6724),2023,1107.1
Seiko Epson Corporation (TSE:6724),2024,1053.39
Seiko Epson Corporation (TSE:6724),2025,1074.09
Seiko Epson Corporation (TSE:6724),2026,1039.82
Seiko Epson Corporation (TSE:6724),2027,1173.2857142857497
Heidelberg Materials AG (XTRA:HEI),2016,2752.4
Heidelberg Materials AG (XTRA:HEI),2017,20067.4
Heidelberg Materials AG (XTRA:HEI),2018,2860.1
Heidelberg Materials AG (XTRA:HEI),2019,3070.5
Heidelberg Materials AG (XTRA:HEI),2020,22457
Heidelberg Materials AG (XTRA:HEI),2021,3320.7
Heidelberg Materials AG (XTRA:HEI),2022,3304
Heidelberg Materials AG (XTRA:HEI),2023,4382.99
Heidelberg Materials AG (XTRA:HEI),2024,4525.81
Heidelberg Materials AG (XTRA:HEI),2025,4738.31
Heidelberg Materials AG (XTRA:HEI),2026,4611.67
Heidelberg Materials AG (XTRA:HEI),2027,4769.23
"LG Display Co., Ltd. (KOSE:A034220)",2016,2969.2
"LG Display Co., Ltd. (KOSE:A034220)",2017,4207.9
"LG Display Co., Ltd. (KOSE:A034220)",2018,2420.9
"LG Display Co., Ltd. (KOSE:A034220)",2019,1715.9
"LG Display Co., Ltd. (KOSE:A034220)",2020,2714.9
"LG Display Co., Ltd. (KOSE:A034220)",2021,4698.5
"LG Display Co., Ltd. (KOSE:A034220)",2022,1496.7
"LG Display Co., Ltd. (KOSE:A034220)",2023,1346.17
"LG Display Co., Ltd. (KOSE:A034220)",2024,3049.42
"LG Display Co., Ltd. (KOSE:A034220)",2025,3527.69
"LG Display Co., Ltd. (KOSE:A034220)",2026,2103.5678571428625
"LG Display Co., Ltd. (KOSE:A034220)",2027,1991.342857142875
"Tatung Co., Ltd. (TWSE:2371)",2016,215.7
"Tatung Co., Ltd. (TWSE:2371)",2017,289.5
"Tatung Co., Ltd. (TWSE:2371)",2018,-197.7
"Tatung Co., Ltd. (TWSE:2371)",2019,-35.7
"Tatung Co., Ltd. (TWSE:2371)",2020,41.2
"Tatung Co., Ltd. (TWSE:2371)",2021,83.4
"Tatung Co., Ltd. (TWSE:2371)",2022,60.8
"Tatung Co., Ltd. (TWSE:2371)",2023,-25.828571428579583
"Tatung Co., Ltd. (TWSE:2371)",2024,-48.61428571429414
"Tatung Co., Ltd. (TWSE:2371)",2025,-71.4000000000087
"Tatung Co., Ltd. (TWSE:2371)",2026,-94.18571428572326
"Tatung Co., Ltd. (TWSE:2371)",2027,-116.97142857143781
Legrand SA (ENXTPA:LR),2016,1144.3
Legrand SA (ENXTPA:LR),2017,1311.7
Legrand SA (ENXTPA:LR),2018,1424.6
Legrand SA (ENXTPA:LR),2019,1531.9
Legrand SA (ENXTPA:LR),2020,1374.6
Legrand SA (ENXTPA:LR),2021,1634.3
Legrand SA (ENXTPA:LR),2022,1812.2
Legrand SA (ENXTPA:LR),2023,2170.45
Legrand SA (ENXTPA:LR),2024,10303.45
Legrand SA (ENXTPA:LR),2025,2383.11
Legrand SA (ENXTPA:LR),2026,2698.14
Legrand SA (ENXTPA:LR),2027,2893.9
"Sichuan Changhong Electric Co.,Ltd. (SHSE:600839)",2016,11401.9
"Sichuan Changhong Electric Co.,Ltd. (SHSE:600839)",2017,212.5
"Sichuan Changhong Electric Co.,Ltd. (SHSE:600839)",2018,244.1
"Sichuan Changhong Electric Co.,Ltd. (SHSE:600839)",2019,217.2
"Sichuan Changhong Electric Co.,Ltd. (SHSE:600839)",2020,207.2
"Sichuan Changhong Electric Co.,Ltd. (SHSE:600839)",2021,270.8
"Sichuan Changhong Electric Co.,Ltd. (SHSE:600839)",2022,333.2
"Sichuan Changhong Electric Co.,Ltd. (SHSE:600839)",2023,-2891.357142857735
"Sichuan Changhong Electric Co.,Ltd. (SHSE:600839)",2024,-4074.4428571435
"Sichuan Changhong Electric Co.,Ltd. (SHSE:600839)",2025,-5257.528571429265
"Sichuan Changhong Electric Co.,Ltd. (SHSE:600839)",2026,-6440.61428571503
"Sichuan Changhong Electric Co.,Ltd. (SHSE:600839)",2027,-7623.700000000796
"Brother Industries, Ltd. (TSE:6448)",2016,666.6
"Brother Industries, Ltd. (TSE:6448)",2017,666
"Brother Industries, Ltd. (TSE:6448)",2018,800.7
"Brother Industries, Ltd. (TSE:6448)",2019,701.1
"Brother Industries, Ltd. (TSE:6448)",2020,761.3
"Brother Industries, Ltd. (TSE:6448)",2021,873.6
"Brother Industries, Ltd. (TSE:6448)",2022,731.2
"Brother Industries, Ltd. (TSE:6448)",2023,758.6
"Brother Industries, Ltd. (TSE:6448)",2024,783.32
"Brother Industries, Ltd. (TSE:6448)",2025,821.54
"Brother Industries, Ltd. (TSE:6448)",2026,835.43
"Brother Industries, Ltd. (TSE:6448)",2027,822.54
TomTom N.V. (ENXTAM:TOM2),2016,115.1
TomTom N.V. (ENXTAM:TOM2),2017,81.1
TomTom N.V. (ENXTAM:TOM2),2018,127.4
TomTom N.V. (ENXTAM:TOM2),2019,36.6
TomTom N.V. (ENXTAM:TOM2),2020,-27.5
TomTom N.V. (ENXTAM:TOM2),2021,-43.4
TomTom N.V. (ENXTAM:TOM2),2022,-59.1
TomTom N.V. (ENXTAM:TOM2),2023,19.69
TomTom N.V. (ENXTAM:TOM2),2024,35.53
TomTom N.V. (ENXTAM:TOM2),2025,61.11
TomTom N.V. (ENXTAM:TOM2),2026,88.58
TomTom N.V. (ENXTAM:TOM2),2027,-231.82857142855204
"Micro-Star International Co., Ltd. (TWSE:2377)",2016,187.5
"Micro-Star International Co., Ltd. (TWSE:2377)",2017,191.3
"Micro-Star International Co., Ltd. (TWSE:2377)",2018,227.9
"Micro-Star International Co., Ltd. (TWSE:2377)",2019,206.3
"Micro-Star International Co., Ltd. (TWSE:2377)",2020,5572.4
"Micro-Star International Co., Ltd. (TWSE:2377)",2021,5566.1
"Micro-Star International Co., Ltd. (TWSE:2377)",2022,364.6
"Micro-Star International Co., Ltd. (TWSE:2377)",2023,390.31
"Micro-Star International Co., Ltd. (TWSE:2377)",2024,453.28
"Micro-Star International Co., Ltd. (TWSE:2377)",2025,5322.028571428492
"Micro-Star International Co., Ltd. (TWSE:2377)",2026,5915.7928571427365
"Micro-Star International Co., Ltd. (TWSE:2377)",2027,6509.55714285698
HTC Corporation (TWSE:2498),2016,-346.4
HTC Corporation (TWSE:2498),2017,-464.3
HTC Corporation (TWSE:2498),2018,-376.5
HTC Corporation (TWSE:2498),2019,-252.9
HTC Corporation (TWSE:2498),2020,136.2
HTC Corporation (TWSE:2498),2021,-113.6
HTC Corporation (TWSE:2498),2022,-125.9
HTC Corporation (TWSE:2498),2023,-108.66
HTC Corporation (TWSE:2498),2024,-64.08
HTC Corporation (TWSE:2498),2025,-2.35
HTC Corporation (TWSE:2498),2026,248.41428571427244
HTC Corporation (TWSE:2498),2027,315.399999999981
TCL Technology Group Corporation (SZSE:000100),2016,578.8
TCL Technology Group Corporation (SZSE:000100),2017,1333.1
TCL Technology Group Corporation (SZSE:000100),2018,1160.8
TCL Technology Group Corporation (SZSE:000100),2019,1105.7
TCL Technology Group Corporation (SZSE:000100),2020,22784.8
TCL Technology Group Corporation (SZSE:000100),2021,4485.4
TCL Technology Group Corporation (SZSE:000100),2022,2404.3
TCL Technology Group Corporation (SZSE:000100),2023,4657.87
TCL Technology Group Corporation (SZSE:000100),2024,5951.96
TCL Technology Group Corporation (SZSE:000100),2025,6860.7
TCL Technology Group Corporation (SZSE:000100),2026,13187.40357142837
TCL Technology Group Corporation (SZSE:000100),2027,14380.442857142594
Nabtesco Corporation (TSE:6268),2016,216.6
Nabtesco Corporation (TSE:6268),2017,260.2
Nabtesco Corporation (TSE:6268),2018,248.4
Nabtesco Corporation (TSE:6268),2019,267.3
Nabtesco Corporation (TSE:6268),2020,245.9
Nabtesco Corporation (TSE:6268),2021,290.8
Nabtesco Corporation (TSE:6268),2022,216.5
Nabtesco Corporation (TSE:6268),2023,231.67
Nabtesco Corporation (TSE:6268),2024,269.55
Nabtesco Corporation (TSE:6268),2025,302.92
Nabtesco Corporation (TSE:6268),2026,325.51
Nabtesco Corporation (TSE:6268),2027,343.89
"Gree Electric Appliances, Inc. of Zhuhai (SZSE:000651)",2016,1890.8
"Gree Electric Appliances, Inc. of Zhuhai (SZSE:000651)",2017,3588.5
"Gree Electric Appliances, Inc. of Zhuhai (SZSE:000651)",2018,4203.7
"Gree Electric Appliances, Inc. of Zhuhai (SZSE:000651)",2019,3824.6
"Gree Electric Appliances, Inc. of Zhuhai (SZSE:000651)",2020,3249.6
"Gree Electric Appliances, Inc. of Zhuhai (SZSE:000651)",2021,3504
"Gree Electric Appliances, Inc. of Zhuhai (SZSE:000651)",2022,3904
"Gree Electric Appliances, Inc. of Zhuhai (SZSE:000651)",2023,4473.44
"Gree Electric Appliances, Inc. of Zhuhai (SZSE:000651)",2024,4965.81
"Gree Electric Appliances, Inc. of Zhuhai (SZSE:000651)",2025,5310.35
"Gree Electric Appliances, Inc. of Zhuhai (SZSE:000651)",2026,4681.296428571544
"Gree Electric Appliances, Inc. of Zhuhai (SZSE:000651)",2027,4856.885714285841
Inspur Digital Enterprise Technology Limited (SEHK:596),2016,-11.3
Inspur Digital Enterprise Technology Limited (SEHK:596),2017,-0.4
Inspur Digital Enterprise Technology Limited (SEHK:596),2018,10
Inspur Digital Enterprise Technology Limited (SEHK:596),2019,3.1
Inspur Digital Enterprise Technology Limited (SEHK:596),2020,-35.2
Inspur Digital Enterprise Technology Limited (SEHK:596),2021,-9.8
Inspur Digital Enterprise Technology Limited (SEHK:596),2022,-8.6
Inspur Digital Enterprise Technology Limited (SEHK:596),2023,37.59
Inspur Digital Enterprise Technology Limited (SEHK:596),2024,54.68
Inspur Digital Enterprise Technology Limited (SEHK:596),2025,86.39
Inspur Digital Enterprise Technology Limited (SEHK:596),2026,-21.43214285713995
Inspur Digital Enterprise Technology Limited (SEHK:596),2027,-23.42857142856819
Coolpad Group Limited (OTCPK:CHWT.F),2016,-233.6
Coolpad Group Limited (OTCPK:CHWT.F),2017,-268.7
Coolpad Group Limited (OTCPK:CHWT.F),2018,-68
Coolpad Group Limited (OTCPK:CHWT.F),2019,85.1
Coolpad Group Limited (OTCPK:CHWT.F),2020,-49
Coolpad Group Limited (OTCPK:CHWT.F),2021,-69.9
Coolpad Group Limited (OTCPK:CHWT.F),2022,-72.5
Coolpad Group Limited (OTCPK:CHWT.F),2023,31.899999999982136
Coolpad Group Limited (OTCPK:CHWT.F),2024,64.03928571426667
Coolpad Group Limited (OTCPK:CHWT.F),2025,96.17857142855121
Coolpad Group Limited (OTCPK:CHWT.F),2026,128.31785714283575
Coolpad Group Limited (OTCPK:CHWT.F),2027,160.45714285712026
"Meta Platforms, Inc. (NasdaqGS:META)",2016,14769
"Meta Platforms, Inc. (NasdaqGS:META)",2017,23228
"Meta Platforms, Inc. (NasdaqGS:META)",2018,29228
"Meta Platforms, Inc. (NasdaqGS:META)",2019,117929
"Meta Platforms, Inc. (NasdaqGS:META)",2020,39533
"Meta Platforms, Inc. (NasdaqGS:META)",2021,54720
"Meta Platforms, Inc. (NasdaqGS:META)",2022,42241
"Meta Platforms, Inc. (NasdaqGS:META)",2023,70266.82
"Meta Platforms, Inc. (NasdaqGS:META)",2024,83816.96
"Meta Platforms, Inc. (NasdaqGS:META)",2025,94700.02
"Meta Platforms, Inc. (NasdaqGS:META)",2026,106657.76
"Meta Platforms, Inc. (NasdaqGS:META)",2027,119613.89
"Tesla, Inc. (NasdaqGS:TSLA)",2016,301.5
"Tesla, Inc. (NasdaqGS:TSLA)",2017,4
"Tesla, Inc. (NasdaqGS:TSLA)",2018,1635
"Tesla, Inc. (NasdaqGS:TSLA)",2019,2172
"Tesla, Inc. (NasdaqGS:TSLA)",2020,4273
"Tesla, Inc. (NasdaqGS:TSLA)",2021,9434
"Tesla, Inc. (NasdaqGS:TSLA)",2022,17439
"Tesla, Inc. (NasdaqGS:TSLA)",2023,16538.63
"Tesla, Inc. (NasdaqGS:TSLA)",2024,174181.64
"Tesla, Inc. (NasdaqGS:TSLA)",2025,30038.1
"Tesla, Inc. (NasdaqGS:TSLA)",2026,38220.09
"Tesla, Inc. (NasdaqGS:TSLA)",2027,42977.89
Pantech Group Holdings Berhad (KLSE:PANTECH),2016,12
Pantech Group Holdings Berhad (KLSE:PANTECH),2017,17.4
Pantech Group Holdings Berhad (KLSE:PANTECH),2018,19.5
Pantech Group Holdings Berhad (KLSE:PANTECH),2019,16.2
Pantech Group Holdings Berhad (KLSE:PANTECH),2020,10.4
Pantech Group Holdings Berhad (KLSE:PANTECH),2021,205.5
Pantech Group Holdings Berhad (KLSE:PANTECH),2022,37.5
Pantech Group Holdings Berhad (KLSE:PANTECH),2023,32.47
Pantech Group Holdings Berhad (KLSE:PANTECH),2024,233.92
Pantech Group Holdings Berhad (KLSE:PANTECH),2025,36.83
Pantech Group Holdings Berhad (KLSE:PANTECH),2026,34.82
Pantech Group Holdings Berhad (KLSE:PANTECH),2027,172.2428571428485
"Dinglong Culture Co.,Ltd. (SZSE:002502)",2016,102.8
"Dinglong Culture Co.,Ltd. (SZSE:002502)",2017,33.2
"Dinglong Culture Co.,Ltd. (SZSE:002502)",2018,10.1
"Dinglong Culture Co.,Ltd. (SZSE:002502)",2019,-31.7
"Dinglong Culture Co.,Ltd. (SZSE:002502)",2020,5.2
"Dinglong Culture Co.,Ltd. (SZSE:002502)",2021,-7.8
"Dinglong Culture Co.,Ltd. (SZSE:002502)",2022,-17.7
"Dinglong Culture Co.,Ltd. (SZSE:002502)",2023,-50.61428571428245
"Dinglong Culture Co.,Ltd. (SZSE:002502)",2024,-66.62857142856802
"Dinglong Culture Co.,Ltd. (SZSE:002502)",2025,-82.64285714285359
"Dinglong Culture Co.,Ltd. (SZSE:002502)",2026,-98.65714285713916
"Dinglong Culture Co.,Ltd. (SZSE:002502)",2027,-114.67142857142474
"Midea Group Co., Ltd. (SZSE:000333)",2016,2497.6
"Midea Group Co., Ltd. (SZSE:000333)",2017,3427.8
"Midea Group Co., Ltd. (SZSE:000333)",2018,3629.4
"Midea Group Co., Ltd. (SZSE:000333)",2019,4205.6
"Midea Group Co., Ltd. (SZSE:000333)",2020,3928.4
"Midea Group Co., Ltd. (SZSE:000333)",2021,4110.1
"Midea Group Co., Ltd. (SZSE:000333)",2022,4807.6
"Midea Group Co., Ltd. (SZSE:000333)",2023,5690.44
"Midea Group Co., Ltd. (SZSE:000333)",2024,6234.88
"Midea Group Co., Ltd. (SZSE:000333)",2025,6792.59
"Midea Group Co., Ltd. (SZSE:000333)",2026,7286.18
"Midea Group Co., Ltd. (SZSE:000333)",2027,7722.51
Aptiv PLC (NYSE:APTV),2016,2177
Aptiv PLC (NYSE:APTV),2017,2059
Aptiv PLC (NYSE:APTV),2018,2240
Aptiv PLC (NYSE:APTV),2019,2114
Aptiv PLC (NYSE:APTV),2020,1564
Aptiv PLC (NYSE:APTV),2021,1980
Aptiv PLC (NYSE:APTV),2022,2124
Aptiv PLC (NYSE:APTV),2023,1895.0000000000891
Aptiv PLC (NYSE:APTV),2024,3368.02
Aptiv PLC (NYSE:APTV),2025,4031.35
Aptiv PLC (NYSE:APTV),2026,5124
Aptiv PLC (NYSE:APTV),2027,6199
"Humax Co., Ltd. (KOSDAQ:A115160)",2016,35.8
"Humax Co., Ltd. (KOSDAQ:A115160)",2017,21.2
"Humax Co., Ltd. (KOSDAQ:A115160)",2018,0.3
"Humax Co., Ltd. (KOSDAQ:A115160)",2019,43.2
"Humax Co., Ltd. (KOSDAQ:A115160)",2020,20.1
"Humax Co., Ltd. (KOSDAQ:A115160)",2021,-40.6
"Humax Co., Ltd. (KOSDAQ:A115160)",2022,26.4
"Humax Co., Ltd. (KOSDAQ:A115160)",2023,-3.6571428571430493
"Humax Co., Ltd. (KOSDAQ:A115160)",2024,-8.371428571428602
"Humax Co., Ltd. (KOSDAQ:A115160)",2025,-13.085714285714154
"Humax Co., Ltd. (KOSDAQ:A115160)",2026,-17.799999999999706
"Humax Co., Ltd. (KOSDAQ:A115160)",2027,-22.51428571428526
"Hangzhou Hikvision Digital Technology Co., Ltd. (SZSE:002415)",2016,936.6
"Hangzhou Hikvision Digital Technology Co., Ltd. (SZSE:002415)",2017,1475.6
"Hangzhou Hikvision Digital Technology Co., Ltd. (SZSE:002415)",2018,1690.4
"Hangzhou Hikvision Digital Technology Co., Ltd. (SZSE:002415)",2019,1818.4
"Hangzhou Hikvision Digital Technology Co., Ltd. (SZSE:002415)",2020,2140.6
"Hangzhou Hikvision Digital Technology Co., Ltd. (SZSE:002415)",2021,2519.5
"Hangzhou Hikvision Digital Technology Co., Ltd. (SZSE:002415)",2022,1926.4
"Hangzhou Hikvision Digital Technology Co., Ltd. (SZSE:002415)",2023,2187.43
"Hangzhou Hikvision Digital Technology Co., Ltd. (SZSE:002415)",2024,3014.14
"Hangzhou Hikvision Digital Technology Co., Ltd. (SZSE:002415)",2025,21282.18
"Hangzhou Hikvision Digital Technology Co., Ltd. (SZSE:002415)",2026,4947.42
"Hangzhou Hikvision Digital Technology Co., Ltd. (SZSE:002415)",2027,5549.34
Ningbo Joyson Electronic Corp. (SHSE:600699),2016,312.9
Ningbo Joyson Electronic Corp. (SHSE:600699),2017,340.8
