Company,Year,Value,2023,2024,2025,2026,2027
Sonova Holding AG (SWX:SOON),2016.0,800.8,,,,,
Sonova Holding AG (SWX:SOON),2017.0,856.57,,,,,
Sonova Holding AG (SWX:SOON),2018.0,875.87,,,,,
Sonova Holding AG (SWX:SOON),2019.0,909.44,,,,,
Sonova Holding AG (SWX:SOON),2020.0,812.66,,,,,
Sonova Holding AG (SWX:SOON),2021.0,950.24,,,,,
Sonova Holding AG (SWX:SOON),2022.0,1183.73,,,,,
Sonova Holding AG (SWX:SOON),,,1094.6042857143102,1140.0657142857353,1185.5271428571605,1230.9885714285858,1276.4500000000112
Sony Group Corporation (TSE:6758),2016.0,31789.85,,,,,
Sony Group Corporation (TSE:6758),2017.0,34538.18,,,,,
Sony Group Corporation (TSE:6758),2018.0,34513.93,,,,,
Sony Group Corporation (TSE:6758),2019.0,32611.09,,,,,
Sony Group Corporation (TSE:6758),2020.0,32625.42,,,,,
Sony Group Corporation (TSE:6758),2021.0,38391.56,,,,,
Sony Group Corporation (TSE:6758),2022.0,44835.76,,,,,
Sony Group Corporation (TSE:6758),,,42037.39571428492,43642.96642857051,45248.537142856105,46854.1078571417,48459.67857142729
Spectris plc (LSE:SXS),2016.0,699.76,,,,,
Spectris plc (LSE:SXS),2017.0,799.08,,,,,
Spectris plc (LSE:SXS),2018.0,846.07,,,,,
Spectris plc (LSE:SXS),2019.0,871.57,,,,,
Spectris plc (LSE:SXS),2020.0,728.29,,,,,
Spectris plc (LSE:SXS),2021.0,591.94,,,,,
Spectris plc (LSE:SXS),2022.0,700.12,,,,,
Spectris plc (LSE:SXS),,,672.2642857142764,653.3007142857084,634.3371428571404,615.3735714285724,596.4100000000043
"Stanley Black & Decker, Inc. (NYSE:SWK)",2016.0,7325.5,,,,,
"Stanley Black & Decker, Inc. (NYSE:SWK)",2017.0,8141.5,,,,,
"Stanley Black & Decker, Inc. (NYSE:SWK)",2018.0,9065.6,,,,,
"Stanley Black & Decker, Inc. (NYSE:SWK)",2019.0,8651.5,,,,,
"Stanley Black & Decker, Inc. (NYSE:SWK)",2020.0,8372.9,,,,,
"Stanley Black & Decker, Inc. (NYSE:SWK)",2021.0,10150.1,,,,,
"Stanley Black & Decker, Inc. (NYSE:SWK)",2022.0,12535.9,,,,,
"Stanley Black & Decker, Inc. (NYSE:SWK)",,,11885.528571428384,12562.517857142624,13239.507142856864,13916.496428571103,14593.485714285343
TCL Technology Group Corporation (SZSE:000100),2016.0,12121.28,,,,,
TCL Technology Group Corporation (SZSE:000100),2017.0,12211.99,,,,,
TCL Technology Group Corporation (SZSE:000100),2018.0,2290.96,,,,,
TCL Technology Group Corporation (SZSE:000100),2019.0,9148.48,,,,,
TCL Technology Group Corporation (SZSE:000100),2020.0,9125.1,,,,,
TCL Technology Group Corporation (SZSE:000100),2021.0,18184.14,,,,,
TCL Technology Group Corporation (SZSE:000100),2022.0,21195.55,,,,,
TCL Technology Group Corporation (SZSE:000100),,,18611.249999999705,20254.151785713784,21897.053571427863,23539.955357141942,25182.85714285602
"Tatung Co., Ltd. (TWSE:2371)",2016.0,2072.25,,,,,
"Tatung Co., Ltd. (TWSE:2371)",2017.0,1968.6,,,,,
"Tatung Co., Ltd. (TWSE:2371)",2018.0,1948.5,,,,,
"Tatung Co., Ltd. (TWSE:2371)",2019.0,1021.31,,,,,
"Tatung Co., Ltd. (TWSE:2371)",2020.0,781.84,,,,,
"Tatung Co., Ltd. (TWSE:2371)",2021.0,691.01,,,,,
"Tatung Co., Ltd. (TWSE:2371)",2022.0,841.59,,,,,
"Tatung Co., Ltd. (TWSE:2371)",,,273.04000000015805,8.260714285890117,-256.5185714283778,-521.2978571426457,-786.0771428569137
Techtronic Industries Company Limited (SEHK:669),2016.0,3495.23,,,,,
Techtronic Industries Company Limited (SEHK:669),2017.0,3837.43,,,,,
Techtronic Industries Company Limited (SEHK:669),2018.0,4406.61,,,,,
Techtronic Industries Company Limited (SEHK:669),2019.0,4774.07,,,,,
Techtronic Industries Company Limited (SEHK:669),2020.0,6058.86,,,,,
Techtronic Industries Company Limited (SEHK:669),2021.0,8081.55,,,,,
Techtronic Industries Company Limited (SEHK:669),2022.0,8041.34,,,,,
Techtronic Industries Company Limited (SEHK:669),,,8924.84428571397,9774.087857142478,10623.331428570986,11472.574999999493,12321.818571428
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2016.0,13589.96,,,,,
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2017.0,13645.72,,,,,
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2018.0,12255.32,,,,,
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2019.0,12735.4,,,,,
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2020.0,12366.58,,,,,
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2021.0,11770.49,,,,,
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2022.0,14169.91,,,,,
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),,,12662.004285715197,12594.170357143765,12526.336428572331,12458.502500000899,12390.668571429465
"Teradyne, Inc. (NasdaqGS:TER)",2016.0,794.64,,,,,
"Teradyne, Inc. (NasdaqGS:TER)",2017.0,915.15,,,,,
"Teradyne, Inc. (NasdaqGS:TER)",2018.0,880.41,,,,,
"Teradyne, Inc. (NasdaqGS:TER)",2019.0,955.14,,,,,
"Teradyne, Inc. (NasdaqGS:TER)",2020.0,1335.73,,,,,
"Teradyne, Inc. (NasdaqGS:TER)",2021.0,1496.23,,,,,
"Teradyne, Inc. (NasdaqGS:TER)",2022.0,1287.89,,,,,
"Teradyne, Inc. (NasdaqGS:TER)",,,1537.4885714286113,1648.103928571461,1758.7192857143107,1869.3346428571604,1979.9500000000098
"Tesla, Inc. (NasdaqGS:TSLA)",2016.0,5400.88,,,,,
"Tesla, Inc. (NasdaqGS:TSLA)",2017.0,9536.0,,,,,
"Tesla, Inc. (NasdaqGS:TSLA)",2018.0,17419.0,,,,,
"Tesla, Inc. (NasdaqGS:TSLA)",2019.0,20509.0,,,,,
"Tesla, Inc. (NasdaqGS:TSLA)",2020.0,24906.0,,,,,
"Tesla, Inc. (NasdaqGS:TSLA)",2021.0,40217.0,,,,,
"Tesla, Inc. (NasdaqGS:TSLA)",2022.0,60609.0,,,,,
"Tesla, Inc. (NasdaqGS:TSLA)",,,59010.03428571218,67384.08285714012,75758.13142856807,84132.179999996,92506.22857142396
Textron Inc. (NYSE:TXT),2016.0,11337.0,,,,,
Textron Inc. (NYSE:TXT),2017.0,11827.0,,,,,
Textron Inc. (NYSE:TXT),2018.0,11594.0,,,,,
Textron Inc. (NYSE:TXT),2019.0,11406.0,,,,,
Textron Inc. (NYSE:TXT),2020.0,10039.0,,,,,
Textron Inc. (NYSE:TXT),2021.0,10297.0,,,,,
Textron Inc. (NYSE:TXT),2022.0,10800.0,,,,,
Textron Inc. (NYSE:TXT),,,10153.42857142977,9931.07142857265,9708.714285715529,9486.357142858407,9264.000000001286
Thales S.A. (ENXTPA:HO),2016.0,11963.71,,,,,
Thales S.A. (ENXTPA:HO),2017.0,12218.25,,,,,
Thales S.A. (ENXTPA:HO),2018.0,12593.42,,,,,
Thales S.A. (ENXTPA:HO),2019.0,14723.93,,,,,
Thales S.A. (ENXTPA:HO),2020.0,12510.56,,,,,
Thales S.A. (ENXTPA:HO),2021.0,12900.69,,,,,
Thales S.A. (ENXTPA:HO),2022.0,13858.57,,,,,
Thales S.A. (ENXTPA:HO),,,13962.247142856615,14211.054285713748,14459.86142857088,14708.668571428014,14957.475714285147
The Boeing Company (NYSE:BA),2016.0,78967.0,,,,,
The Boeing Company (NYSE:BA),2017.0,76542.0,,,,,
The Boeing Company (NYSE:BA),2018.0,81421.0,,,,,
The Boeing Company (NYSE:BA),2019.0,71738.0,,,,,
The Boeing Company (NYSE:BA),2020.0,59631.0,,,,,
The Boeing Company (NYSE:BA),2021.0,56882.0,,,,,
The Boeing Company (NYSE:BA),2022.0,61325.0,,,,,
The Boeing Company (NYSE:BA),,,53209.99999999857,49137.28571428459,45064.57142857062,40991.85714285665,36919.14285714267
Thermo Fisher Scientific Inc. (NYSE:TMO),2016.0,9825.0,,,,,
Thermo Fisher Scientific Inc. (NYSE:TMO),2017.0,11382.0,,,,,
Thermo Fisher Scientific Inc. (NYSE:TMO),2018.0,13489.0,,,,,
Thermo Fisher Scientific Inc. (NYSE:TMO),2019.0,14214.0,,,,,
Thermo Fisher Scientific Inc. (NYSE:TMO),2020.0,16214.0,,,,,
Thermo Fisher Scientific Inc. (NYSE:TMO),2021.0,19573.0,,,,,
Thermo Fisher Scientific Inc. (NYSE:TMO),2022.0,25917.0,,,,,
Thermo Fisher Scientific Inc. (NYSE:TMO),,,25428.142857143255,27834.678571428794,30241.214285714334,32647.749999999873,35054.28571428541
TomTom N.V. (ENXTAM:TOM2),2016.0,446.79,,,,,
TomTom N.V. (ENXTAM:TOM2),2017.0,311.19,,,,,
TomTom N.V. (ENXTAM:TOM2),2018.0,224.37,,,,,
TomTom N.V. (ENXTAM:TOM2),2019.0,196.88,,,,,
TomTom N.V. (ENXTAM:TOM2),2020.0,111.19,,,,,
TomTom N.V. (ENXTAM:TOM2),2021.0,105.91,,,,,
TomTom N.V. (ENXTAM:TOM2),2022.0,91.9,,,,,
TomTom N.V. (ENXTAM:TOM2),,,-14.311428571389705,-71.04035714281605,-127.76928571424239,-184.49821428566872,-241.2271428570951
Toshiba Corporation (TSE:6502),2016.0,27656.48,,,,,
Toshiba Corporation (TSE:6502),2017.0,17668.75,,,,,
Toshiba Corporation (TSE:6502),2018.0,18837.43,,,,,
Toshiba Corporation (TSE:6502),2019.0,16915.75,,,,,
Toshiba Corporation (TSE:6502),2020.0,14458.55,,,,,
Toshiba Corporation (TSE:6502),2021.0,16207.3,,,,,
Toshiba Corporation (TSE:6502),2022.0,16405.97,,,,,
Toshiba Corporation (TSE:6502),,,12442.417142856148,10976.227499998993,9510.037857141839,8043.848214284685,6577.658571427532
Trane Technologies plc (NYSE:TT),2016.0,9298.1,,,,,
Trane Technologies plc (NYSE:TT),2017.0,9764.8,,,,,
Trane Technologies plc (NYSE:TT),2018.0,8557.3,,,,,
Trane Technologies plc (NYSE:TT),2019.0,9048.2,,,,,
Trane Technologies plc (NYSE:TT),2020.0,8651.3,,,,,
Trane Technologies plc (NYSE:TT),2021.0,9666.8,,,,,
Trane Technologies plc (NYSE:TT),2022.0,11026.9,,,,,
Trane Technologies plc (NYSE:TT),,,10156.82857142844,10338.414285714134,10519.999999999829,10701.585714285522,10883.171428571217
Unisys Corporation (NYSE:UIS),2016.0,2160.9,,,,,
Unisys Corporation (NYSE:UIS),2017.0,2094.1,,,,,
Unisys Corporation (NYSE:UIS),2018.0,1648.8,,,,,
Unisys Corporation (NYSE:UIS),2019.0,1677.8,,,,,
Unisys Corporation (NYSE:UIS),2020.0,1521.1,,,,,
Unisys Corporation (NYSE:UIS),2021.0,1477.3,,,,,
Unisys Corporation (NYSE:UIS),2022.0,1423.6,,,,,
Unisys Corporation (NYSE:UIS),,,1204.3428571429,1076.7285714286209,949.114285714342,821.500000000063,693.885714285784
VOXX International Corporation (NasdaqGS:VOXX),2016.0,404.43,,,,,
VOXX International Corporation (NasdaqGS:VOXX),2017.0,373.7,,,,,
VOXX International Corporation (NasdaqGS:VOXX),2018.0,331.72,,,,,
VOXX International Corporation (NasdaqGS:VOXX),2019.0,296.27,,,,,
VOXX International Corporation (NasdaqGS:VOXX),2020.0,357.45,,,,,
VOXX International Corporation (NasdaqGS:VOXX),2021.0,466.61,,,,,
VOXX International Corporation (NasdaqGS:VOXX),2022.0,417.85,,,,,
VOXX International Corporation (NasdaqGS:VOXX),,,414.2628571428496,423.2560714285622,432.2492857142749,441.2424999999875,450.2357142857001
Valeo SE (ENXTPA:FR),2016.0,14322.55,,,,,
Valeo SE (ENXTPA:FR),2017.0,15545.89,,,,,
Valeo SE (ENXTPA:FR),2018.0,16392.57,,,,,
Valeo SE (ENXTPA:FR),2019.0,17000.53,,,,,
Valeo SE (ENXTPA:FR),2020.0,15152.25,,,,,
Valeo SE (ENXTPA:FR),2021.0,15089.66,,,,,
Valeo SE (ENXTPA:FR),2022.0,17602.12,,,,,
Valeo SE (ENXTPA:FR),,,16970.214285713097,17244.711785713094,17519.209285713092,17793.70678571309,18068.204285713087
Vantiva S.A. (ENXTPA:VANTI),2016.0,4175.07,,,,,
Vantiva S.A. (ENXTPA:VANTI),2017.0,3873.74,,,,,
Vantiva S.A. (ENXTPA:VANTI),2018.0,3735.81,,,,,
Vantiva S.A. (ENXTPA:VANTI),2019.0,3580.9,,,,,
Vantiva S.A. (ENXTPA:VANTI),2020.0,2895.49,,,,,
Vantiva S.A. (ENXTPA:VANTI),2021.0,2095.49,,,,,
Vantiva S.A. (ENXTPA:VANTI),2022.0,2619.63,,,,,
Vantiva S.A. (ENXTPA:VANTI),,,1987.5700000004122,1663.8864285718628,1340.2028571433134,1016.519285714764,692.8357142862146
Vestel Elektronik Sanayi ve Ticaret Anonim Sirketi (IBSE:VESTL),2016.0,262.65,,,,,
Vestel Elektronik Sanayi ve Ticaret Anonim Sirketi (IBSE:VESTL),2017.0,342.13,,,,,
Vestel Elektronik Sanayi ve Ticaret Anonim Sirketi (IBSE:VESTL),2018.0,409.22,,,,,
Vestel Elektronik Sanayi ve Ticaret Anonim Sirketi (IBSE:VESTL),2019.0,456.13,,,,,
Vestel Elektronik Sanayi ve Ticaret Anonim Sirketi (IBSE:VESTL),2020.0,549.2,,,,,
Vestel Elektronik Sanayi ve Ticaret Anonim Sirketi (IBSE:VESTL),2021.0,830.71,,,,,
Vestel Elektronik Sanayi ve Ticaret Anonim Sirketi (IBSE:VESTL),2022.0,1580.7,,,,,
Vestel Elektronik Sanayi ve Ticaret Anonim Sirketi (IBSE:VESTL),,,1357.4328571427268,1538.5503571427118,1719.667857142697,1900.785357142682,2081.902857142667
Visteon Corporation (NasdaqGS:VC),2016.0,2705.0,,,,,
Visteon Corporation (NasdaqGS:VC),2017.0,2655.0,,,,,
Visteon Corporation (NasdaqGS:VC),2018.0,2573.0,,,,,
Visteon Corporation (NasdaqGS:VC),2019.0,2621.0,,,,,
Visteon Corporation (NasdaqGS:VC),2020.0,2303.0,,,,,
Visteon Corporation (NasdaqGS:VC),2021.0,2519.0,,,,,
Visteon Corporation (NasdaqGS:VC),2022.0,3388.0,,,,,
Visteon Corporation (NasdaqGS:VC),,,2895.857142857173,2949.6785714285943,3003.500000000016,3057.3214285714375,3111.1428571428587
Vtech Holdings Limited (SEHK:303),2016.0,1345.05,,,,,
Vtech Holdings Limited (SEHK:303),2017.0,1426.6,,,,,
Vtech Holdings Limited (SEHK:303),2018.0,1478.15,,,,,
Vtech Holdings Limited (SEHK:303),2019.0,1549.85,,,,,
Vtech Holdings Limited (SEHK:303),2020.0,1567.45,,,,,
Vtech Holdings Limited (SEHK:303),2021.0,1695.2,,,,,
Vtech Holdings Limited (SEHK:303),2022.0,1667.45,,,,,
Vtech Holdings Limited (SEHK:303),,,1760.4928571429305,1817.4107142857845,1874.3285714286385,1931.2464285714925,1988.1642857143465
Waters Corporation (NYSE:WAT),2016.0,891.45,,,,,
Waters Corporation (NYSE:WAT),2017.0,947.07,,,,,
Waters Corporation (NYSE:WAT),2018.0,992.56,,,,,
Waters Corporation (NYSE:WAT),2019.0,1010.7,,,,,
Waters Corporation (NYSE:WAT),2020.0,1006.69,,,,,
Waters Corporation (NYSE:WAT),2021.0,1156.53,,,,,
Waters Corporation (NYSE:WAT),2022.0,1248.18,,,,,
Waters Corporation (NYSE:WAT),,,1250.9171428571835,1304.604285714323,1358.2914285714621,1411.9785714286013,1465.6657142857405
Western Digital Corporation (NasdaqGS:WDC),2016.0,11447.0,,,,,
Western Digital Corporation (NasdaqGS:WDC),2017.0,12843.0,,,,,
Western Digital Corporation (NasdaqGS:WDC),2018.0,12904.0,,,,,
Western Digital Corporation (NasdaqGS:WDC),2019.0,12845.0,,,,,
Western Digital Corporation (NasdaqGS:WDC),2020.0,12314.0,,,,,
Western Digital Corporation (NasdaqGS:WDC),2021.0,13097.0,,,,,
Western Digital Corporation (NasdaqGS:WDC),2022.0,11617.0,,,,,
Western Digital Corporation (NasdaqGS:WDC),,,12499.285714286789,12514.571428572523,12529.857142858256,12545.14285714399,12560.428571429724
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2016.0,2006.95,,,,,
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2017.0,2804.4,,,,,
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2018.0,3129.6,,,,,
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2019.0,5922.0,,,,,
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2020.0,5374.0,,,,,
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2021.0,5400.0,,,,,
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2022.0,5779.0,,,,,
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),,,7023.957142857012,7693.662499999834,8363.367857142655,9033.073214285478,9702.7785714283
Whirlpool Corporation (NYSE:WHR),2016.0,17026.0,,,,,
Whirlpool Corporation (NYSE:WHR),2017.0,17651.0,,,,,
Whirlpool Corporation (NYSE:WHR),2018.0,17500.0,,,,,
Whirlpool Corporation (NYSE:WHR),2019.0,16908.0,,,,,
Whirlpool Corporation (NYSE:WHR),2020.0,15614.0,,,,,
Whirlpool Corporation (NYSE:WHR),2021.0,17576.0,,,,,
Whirlpool Corporation (NYSE:WHR),2022.0,16651.0,,,,,
Whirlpool Corporation (NYSE:WHR),,,16537.85714285784,16424.964285715,16312.071428572155,16199.178571429311,16086.285714286467
Xerox Holdings Corporation (NasdaqGS:XRX),2016.0,6338.0,,,,,
Xerox Holdings Corporation (NasdaqGS:XRX),2017.0,5787.0,,,,,
Xerox Holdings Corporation (NasdaqGS:XRX),2018.0,5661.0,,,,,
Xerox Holdings Corporation (NasdaqGS:XRX),2019.0,5285.0,,,,,
Xerox Holdings Corporation (NasdaqGS:XRX),2020.0,4349.0,,,,,
Xerox Holdings Corporation (NasdaqGS:XRX),2021.0,4544.0,,,,,
Xerox Holdings Corporation (NasdaqGS:XRX),2022.0,4681.0,,,,,
Xerox Holdings Corporation (NasdaqGS:XRX),,,3982.2857142861676,3669.1071428576124,3355.9285714290572,3042.7500000005025,2729.5714285719478
Xiaomi Corporation (SEHK:1810),2016.0,8366.24,,,,,
Xiaomi Corporation (SEHK:1810),2017.0,13601.32,,,,,
Xiaomi Corporation (SEHK:1810),2018.0,20882.98,,,,,
Xiaomi Corporation (SEHK:1810),2019.0,24241.4,,,,,
Xiaomi Corporation (SEHK:1810),2020.0,28593.63,,,,,
Xiaomi Corporation (SEHK:1810),2021.0,36925.63,,,,,
Xiaomi Corporation (SEHK:1810),2022.0,31786.86,,,,,
Xiaomi Corporation (SEHK:1810),,,41288.45571428447,45739.210357141375,50189.96499999828,54640.71964285518,59091.47428571208
Xylem Inc. (NYSE:XYL),2016.0,2280.0,,,,,
Xylem Inc. (NYSE:XYL),2017.0,2860.0,,,,,
Xylem Inc. (NYSE:XYL),2018.0,3181.0,,,,,
Xylem Inc. (NYSE:XYL),2019.0,3203.0,,,,,
Xylem Inc. (NYSE:XYL),2020.0,3046.0,,,,,
Xylem Inc. (NYSE:XYL),2021.0,3216.0,,,,,
Xylem Inc. (NYSE:XYL),2022.0,3434.0,,,,,
Xylem Inc. (NYSE:XYL),,,3608.4285714283483,3752.678571428346,3896.9285714283437,4041.1785714283415,4185.428571428339
Yamaha Corporation (TSE:7951),2016.0,1630.0,,,,,
Yamaha Corporation (TSE:7951),2017.0,1720.72,,,,,
Yamaha Corporation (TSE:7951),2018.0,1716.84,,,,,
Yamaha Corporation (TSE:7951),2019.0,1688.39,,,,,
Yamaha Corporation (TSE:7951),2020.0,1504.95,,,,,
Yamaha Corporation (TSE:7951),2021.0,1662.61,,,,,
Yamaha Corporation (TSE:7951),2022.0,1844.86,,,,,
Yamaha Corporation (TSE:7951),,,1726.4057142857068,1737.7082142857064,1749.0107142857062,1760.3132142857057,1771.6157142857055
Yokogawa Electric Corporation (TSE:6841),2016.0,1485.22,,,,,
Yokogawa Electric Corporation (TSE:6841),2017.0,1558.93,,,,,
Yokogawa Electric Corporation (TSE:6841),2018.0,1553.31,,,,,
Yokogawa Electric Corporation (TSE:6841),2019.0,1526.24,,,,,
Yokogawa Electric Corporation (TSE:6841),2020.0,1435.11,,,,,
Yokogawa Electric Corporation (TSE:6841),2021.0,1450.9,,,,,
Yokogawa Electric Corporation (TSE:6841),2022.0,1592.1,,,,,
Yokogawa Electric Corporation (TSE:6841),,,1512.5985714285937,1512.1121428571657,1511.6257142857378,1511.13928571431,1510.652857142882
ZTE Corporation (SZSE:000063),2016.0,9672.35,,,,,
ZTE Corporation (SZSE:000063),2017.0,10273.97,,,,,
ZTE Corporation (SZSE:000063),2018.0,7965.26,,,,,
ZTE Corporation (SZSE:000063),2019.0,7967.57,,,,,
ZTE Corporation (SZSE:000063),2020.0,9502.09,,,,,
ZTE Corporation (SZSE:000063),2021.0,10252.29,,,,,
ZTE Corporation (SZSE:000063),2022.0,10668.22,,,,,
ZTE Corporation (SZSE:000063),,,10111.832857142657,10271.871428571205,10431.909999999752,10591.9485714283,10751.987142856848
Zebra Technologies Corporation (NasdaqGS:ZBRA),2016.0,1932.0,,,,,
Zebra Technologies Corporation (NasdaqGS:ZBRA),2017.0,2012.0,,,,,
Zebra Technologies Corporation (NasdaqGS:ZBRA),2018.0,2237.0,,,,,
Zebra Technologies Corporation (NasdaqGS:ZBRA),2019.0,2385.0,,,,,
Zebra Technologies Corporation (NasdaqGS:ZBRA),2020.0,2445.0,,,,,
Zebra Technologies Corporation (NasdaqGS:ZBRA),2021.0,2999.0,,,,,
Zebra Technologies Corporation (NasdaqGS:ZBRA),2022.0,3157.0,,,,,
Zebra Technologies Corporation (NasdaqGS:ZBRA),,,3289.142857142732,3498.321428571288,3707.499999999844,3916.6785714284,4125.857142856957
iRobot Corporation (NasdaqGS:IRBT),2016.0,337.83,,,,,
iRobot Corporation (NasdaqGS:IRBT),2017.0,438.11,,,,,
iRobot Corporation (NasdaqGS:IRBT),2018.0,518.61,,,,,
iRobot Corporation (NasdaqGS:IRBT),2019.0,658.36,,,,,
iRobot Corporation (NasdaqGS:IRBT),2020.0,758.24,,,,,
iRobot Corporation (NasdaqGS:IRBT),2021.0,1013.47,,,,,
iRobot Corporation (NasdaqGS:IRBT),2022.0,825.47,,,,,
iRobot Corporation (NasdaqGS:IRBT),,,1057.622857142832,1159.5253571428257,1261.4278571428194,1363.3303571428132,1465.232857142807
thyssenkrupp AG (XTRA:TKA),2016.0,33800.53,,,,,
thyssenkrupp AG (XTRA:TKA),2017.0,28429.71,,,,,
thyssenkrupp AG (XTRA:TKA),2018.0,37545.89,,,,,
thyssenkrupp AG (XTRA:TKA),2019.0,32256.76,,,,,
thyssenkrupp AG (XTRA:TKA),2020.0,30487.0,,,,,
thyssenkrupp AG (XTRA:TKA),2021.0,32916.71,,,,,
thyssenkrupp AG (XTRA:TKA),2022.0,37666.84,,,,,
thyssenkrupp AG (XTRA:TKA),,,35231.068571428565,35713.712857142775,36196.35714285699,36679.00142857121,37161.64571428543
